Title,Author,Rating,ISBN,Genre,Publisher,PublishDate
Tigana,Guy Gavriel Kay (Goodreads Author),4.07,9780451457769,"['Fantasy', 'Fiction', 'High Fantasy', 'Epic Fantasy', 'Science Fiction Fantasy', 'Historical Fiction', 'Historical Fantasy', 'Canada', 'Adult', 'Magic']",Roc,December 1st 1999
The Savage Detectives,"Roberto BolaÃ±o, Natasha Wimmer (Translator)",4.13,9780374191481,"['Fiction', 'Novels', 'Spanish Literature', 'Latin American', 'Literature', 'Literary Fiction', 'Contemporary', 'Latin American Literature', 'Unfinished', '20th Century']","Farrar, Straus and Giroux",April 3rd 2007
Bossypants,Tina Fey,3.95,9999999999999,"['Nonfiction', 'Memoir', 'Humor', 'Biography', 'Audiobook', 'Comedy', 'Autobiography', 'Biography Memoir', 'Feminism', 'Adult']",Reagan Arthur Books,April 5th 2011
Stargazer,Claudia Gray (Goodreads Author),3.8,9780061284403,"['Young Adult', 'Vampires', 'Paranormal', 'Fantasy', 'Romance', 'Paranormal Romance', 'Supernatural', 'Urban Fantasy', 'Ghosts', 'Fiction']",HarperTeen,March 24th 2009
Where the Sidewalk Ends,Shel Silverstein,4.3,9780060513030,"['Poetry', 'Childrens', 'Classics', 'Fiction', 'Humor', 'Young Adult', 'Picture Books', 'Juvenile', 'Middle Grade', 'Fantasy']",Harpercollins Childrens Books,01/11/02
I Am Legend,Richard Matheson,4.07,B00514HDNW,"['Horror', 'Science Fiction', 'Fiction', 'Classics', 'Post Apocalyptic', 'Vampires', 'Fantasy', 'Dystopia', 'Audiobook', 'Apocalyptic']",RosettaBooks,May 14th 2011
The Bone Collector,Jeffery Deaver (Goodreads Author),4.19,9780451188458,"['Mystery', 'Thriller', 'Fiction', 'Crime', 'Suspense', 'Mystery Thriller', 'Drama', 'Detective', 'Horror', 'Novels']",Signet Book,April 1st 1998
The Illuminatus! Trilogy,"Robert Shea, Robert Anton Wilson",4.01,9780440539810,"['Fiction', 'Science Fiction', 'Fantasy', 'Humor', 'Philosophy', 'Conspiracy Theories', 'Novels', 'Occult', 'Politics', 'Science Fiction Fantasy']",Dell,01/12/83
Firefly Lane,Kristin Hannah (Goodreads Author),4.08,9780312364083,"['Fiction', 'Chick Lit', 'Romance', 'Contemporary', 'Adult', 'Adult Fiction', 'Audiobook', 'Drama', 'Womens Fiction', 'Book Club']",St. Martin's Press,February 5th 2008
Circe,Madeline Miller (Goodreads Author),4.26,9780316556347,"['Fantasy', 'Fiction', 'Mythology', 'Historical Fiction', 'Audiobook', 'Retellings', 'Historical', 'Adult', 'Magic', 'Adult Fiction']","Little, Brown and Company",April 10th 2018
Post Office,Charles Bukowski,3.98,B000SEGDNG,"['Fiction', 'Classics', 'Novels', 'Literature', 'Mystery', 'American', 'Thriller', 'Contemporary', 'Drama', 'Suspense']",Ecco,October 13th 2009
Magic Strikes,Ilona Andrews (Goodreads Author),4.44,9780441017027,"['Urban Fantasy', 'Fantasy', 'Paranormal', 'Romance', 'Magic', 'Vampires', 'Paranormal Romance', 'Fiction', 'Shapeshifters', 'Adult']",Ace,March 31st 2009
Persepolis: The Story of a Childhood,"Marjane Satrapi, Mattias Ripa (Translator)",4.25,9780375714573,"['Graphic Novels', 'Nonfiction', 'Memoir', 'Comics', 'Biography', 'History', 'Iran', 'Graphic Novels Comics', 'Autobiography', 'School']",Pantheon,June 1st 2004
The Darkest Night,Gena Showalter (Goodreads Author),4.07,9780373772469,"['Paranormal', 'Paranormal Romance', 'Romance', 'Fantasy', 'Demons', 'Adult', 'Urban Fantasy', 'Mythology', 'Supernatural', 'Fiction']",Harlequin,May 3rd 2008
"Red, White & Royal Blue",Casey McQuiston (Goodreads Author),4.23,9999999999999,"['Romance', 'Contemporary', 'LGBT', 'Fiction', 'New Adult', 'Young Adult', 'Queer', 'Adult', 'M M Romance', 'Audiobook']",St. Martin's Griffin,May 14th 2019
A Distant Mirror: The Calamitous 14th Century,Barbara W. Tuchman,4.06,9780345349576,"['History', 'Nonfiction', 'Medieval', 'European History', 'Medieval History', 'Historical', 'France', 'World History', 'Audiobook', '14th Century']",Random House Trade,July 12th 1987
Half of a Yellow Sun,Chimamanda Ngozi Adichie,4.33,9781400044160,"['Fiction', 'Historical Fiction', 'Africa', 'Nigeria', 'War', 'Historical', 'African Literature', 'Contemporary', 'Novels', 'Literary Fiction']",Knopf,September 12th 2006
The Threat Below,"Jason Latshaw (Goodreads Author), J.S. Latshaw",4.32,9780692463598,"['Fiction', 'Fantasy', 'Epic', 'Drama', 'Novels', 'Young Adult', 'Contemporary', 'Adventure']",Fernweh Books,01/02/20
"Band of Brothers: E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest",Stephen E. Ambrose,4.42,9780743464116,"['History', 'Nonfiction', 'War', 'Military Fiction', 'World War II', 'Military History', 'Historical', 'Biography', 'American History', 'American']",Simon & Schuster; Media Tie-In edition,September 1st 2002
Dragonflight,Anne McCaffrey,4.09,9780345484260,"['Fantasy', 'Science Fiction', 'Dragons', 'Fiction', 'Science Fiction Fantasy', 'Young Adult', 'High Fantasy', 'Time Travel', 'Romance', 'Adventure']",Del Rey,July 26th 2005
Silent Spring,"Rachel Carson, Linda Lear (Goodreads Author) (Introduction), Edward O. Wilson (Afterword)",3.98,9780618249060,"['Nonfiction', 'Science', 'Environment', 'Classics', 'Nature', 'Ecology', 'History', 'Politics', 'Biology', 'Sustainability']",Mariner Books,October 22nd 2002
Bully,Penelope Douglas (Goodreads Author),4.09,9999999999999,"['Romance', 'New Adult', 'Contemporary', 'Young Adult', 'High School', 'Contemporary Romance', 'Abuse', 'Fiction', 'Chick Lit', 'Drama']",Intermix (Penguin Group (USA) LLC),February 18th 2014
Nicholas Nickleby,"Charles Dickens, Mark Ford (Annotations)",3.92,9780140435122,"['Classics', 'Fiction', 'Literature', '19th Century', 'British Literature', 'Historical Fiction', 'Victorian', 'Classic Literature', 'Novels', 'Audiobook']",Penguin,25/06/05
Feast of Fools,Rachel Caine (Goodreads Author),4.16,9780451224637,"['Vampires', 'Young Adult', 'Paranormal', 'Fantasy', 'Urban Fantasy', 'Romance', 'Supernatural', 'Fiction', 'Paranormal Romance', 'Teen']",Signet,June 3rd 2008
Demonglass,"Rachel Hawkins (Goodreads Author), R. Khokins",4.1,9781423121312,"['Young Adult', 'Fantasy', 'Paranormal', 'Romance', 'Magic', 'Vampires', 'Witches', 'Supernatural', 'Demons', 'Urban Fantasy']",Disney,March 22nd 2011
"The Oedipus Cycle: Oedipus Rex, Oedipus at Colonus, Antigone","Sophocles, Robert Fitzgerald (Translator), Dudley Fitts (Translator)",3.98,9780156027649,"['Classics', 'Plays', 'Drama', 'Fiction', 'Mythology', 'School', 'Literature', 'Theatre', 'Poetry', 'Read For School']",Mariner Books,November 1st 2002
Katherine,"Anya Seton, Philippa Gregory (Goodreads Author) (Foreword)",4.18,9781556525322,"['Historical Fiction', 'Fiction', 'Romance', 'Historical', 'Classics', 'Medieval', 'British Literature', 'Historical Romance', '14th Century', 'Audiobook']",Chicago Review Press,May 1st 2004
The Power of Six,Pittacus Lore,4.16,9780061974557,"['Young Adult', 'Fantasy', 'Science Fiction', 'Aliens', 'Fiction', 'Adventure', 'Paranormal', 'Romance', 'Action', 'Teen']",HarperCollins,August 23rd 2011
Trouble on Main Street,Kirsten Fullmer (Goodreads Author),4.34,B086CDYMTP,"['Fiction', 'Contemporary', 'Epic', 'Novels', 'Drama']",Augustine Press,March 24th 2020
Animal Dreams,Barbara Kingsolver,4.05,9780060921149,"['Fiction', 'Contemporary', 'Literary Fiction', 'Novels', 'Adult Fiction', 'Adult', 'Literature', 'Realistic Fiction', 'Womens', 'Romance']",Harper Perennial,13/06/05
Americanah,"Chimamanda Ngozi Adichie, Jashar Awan (Illustrator)",4.31,9999999999999,"['Fiction', 'Africa', 'Contemporary', 'Feminism', 'Literary Fiction', 'Race', 'Nigeria', 'Novels', 'Romance', 'Audiobook']",Alfred A. Knopf,May 14th 2013
Dead in the Family,Charlaine Harris (Goodreads Author),3.89,9780441018642,"['Fantasy', 'Vampires', 'Paranormal', 'Urban Fantasy', 'Romance', 'Fiction', 'Mystery', 'Paranormal Romance', 'Supernatural', 'Werewolves']",Ace Books,May 4th 2010
Medea,"Euripides, Rex Warner (Translator)",3.88,9780486275482,"['Classics', 'Plays', 'Drama', 'Fiction', 'Mythology', 'Theatre', 'School', 'Literature', 'Read For School', 'Tragedy']",Dover Publications,April 19th 1993
Steve Jobs,Walter Isaacson (Goodreads Author),4.14,9781451648539,"['Biography', 'Nonfiction', 'Business', 'Technology', 'History', 'Biography Memoir', 'Audiobook', 'Leadership', 'Memoir', 'Autobiography']",Simon & Schuster,October 24th 2011
Soulless,Gail Carriger (Goodreads Author),3.89,9780316056632,"['Steampunk', 'Fantasy', 'Romance', 'Paranormal', 'Vampires', 'Urban Fantasy', 'Fiction', 'Historical Fiction', 'Historical', 'Werewolves']",Orbit,October 1st 2009
This Side of Paradise,F. Scott Fitzgerald,3.66,9780684843780,"['Classics', 'Fiction', 'Literature', 'Novels', 'American', '20th Century', 'Historical Fiction', 'Romance', 'Classic Literature', 'Literary Fiction']",Scribner,July 14th 1998
The DUFF: Designated Ugly Fat Friend,Kody Keplinger (Goodreads Author),3.82,9780316084239,"['Young Adult', 'Contemporary', 'Romance', 'Fiction', 'Chick Lit', 'High School', 'Realistic Fiction', 'Young Adult Contemporary', 'Teen', 'Contemporary Romance']",Little Brown/Poppy,September 7th 2010
Eleanor Oliphant Is Completely Fine,Gail Honeyman,4.28,9780735220683,"['Fiction', 'Contemporary', 'Audiobook', 'Adult', 'Adult Fiction', 'Mental Health', 'Book Club', 'Novels', 'Literary Fiction', 'Chick Lit']",Pamela Dorman Books / Viking,May 9th 2017
The Demigod Files,Rick Riordan (Goodreads Author),4.05,9781423121664,"['Fantasy', 'Mythology', 'Young Adult', 'Middle Grade', 'Fiction', 'Short Stories', 'Adventure', 'Greek Mythology', 'Childrens', 'Urban Fantasy']",Disney-Hyperion Books,February 10th 2009
Before I Die,Jenny Downham,3.83,9780385613460,"['Young Adult', 'Contemporary', 'Romance', 'Fiction', 'Realistic Fiction', 'Death', 'Teen', 'Drama', 'Young Adult Contemporary', 'Chick Lit']",David Fickling Books,July 5th 2007
Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,3.75,9780060838584,"['Nonfiction', 'Food', 'Health', 'Sociology', 'Politics', 'History', 'Science', 'School', 'Business', 'Nutrition']",Harper Perennial,July 5th 2005
Atlas Shrugged & The Fountainhead,Ayn Rand,4.1,9780451935601,"['Fiction', 'Classics', 'Philosophy', 'Politics', 'Literature', 'Novels', 'Economics', 'Sociology', 'American']",New American Library,September 1st 1997
Requiem,Lauren Oliver (Goodreads Author),3.74,9780062014535,"['Young Adult', 'Dystopia', 'Romance', 'Science Fiction', 'Fiction', 'Fantasy', 'Adventure', 'Teen', 'Audiobook', 'Post Apocalyptic']",HarperCollins Children's Books,March 5th 2013
Lirael,Garth Nix (Goodreads Author),4.27,9780060590161,"['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Young Adult Fantasy', 'High Fantasy', 'Adventure', 'Science Fiction Fantasy', 'Audiobook', 'Teen']",Eos,December 30th 2015
Carpe Corpus,Rachel Caine (Goodreads Author),4.2,9780451227195,"['Vampires', 'Young Adult', 'Paranormal', 'Fantasy', 'Urban Fantasy', 'Romance', 'Supernatural', 'Fiction', 'Paranormal Romance', 'Teen']",Signet,June 2nd 2009
The Invisible Game: Mindset of a Winning Team,Zoltan Andrejkovics (Goodreads Author),4.45,9999999999999,"['Psychology', 'Gaming', 'Nonfiction', 'Self Help', 'Sports', 'Leadership', 'Games', 'Personal Development', 'Game Design', 'Business']",Amazon Digital Services,01/09/17
Gathering Blue,Lois Lowry (Goodreads Author),3.82,9780385732567,"['Young Adult', 'Dystopia', 'Fiction', 'Fantasy', 'Science Fiction', 'Middle Grade', 'Classics', 'Childrens', 'Audiobook', 'Teen']",Delacorte Press,September 25th 2000
Sliding on the Snow Stone,Andy Szpuk (Goodreads Author),4.08,B00KNOQFJS,"['Nonfiction', 'History', 'Memoir', 'Biography', 'Ukraine', 'War', 'Autobiography', 'World War II', 'Historical', 'Survival']",Bandura Books,September 21st 2011
Beg For Mercy,Lucian Bane (Goodreads Author),4.29,9999999999999,[],,August 18th 2015 
This Man,"Jodi Ellen Malpas (Goodreads Author), Andrea Fischer (Translator)",4.1,9999999999999,"['Romance', 'Erotica', 'Contemporary Romance', 'Contemporary', 'BDSM', 'Adult', 'Erotic Romance', 'New Adult', 'Fiction', 'Adult Fiction']",,October 20th 2012
Island,Aldous Huxley,3.83,9780060085490,"['Fiction', 'Classics', 'Science Fiction', 'Philosophy', 'Dystopia', 'Literature', 'Novels', 'Utopia', 'Fantasy', 'British Literature']",Harper Perennial Classics,July 30th 2002
The Rum Diary,Hunter S. Thompson,3.82,9780684856476,"['Fiction', 'Classics', 'Novels', 'Literature', 'Contemporary', 'American', 'Drama', 'Journalism', 'Thriller', 'Travel']",Scribner / Simon & Schuster,01/11/99
Kindred,Octavia E. Butler,4.26,9780807083697,"['Historical Fiction', 'Fiction', 'Science Fiction', 'Fantasy', 'Time Travel', 'Historical', 'Classics', 'African American', 'Science Fiction Fantasy', 'Race']",Beacon Press,February 1st 2004
When Breath Becomes Air,Paul Kalanithi,4.36,B00XSSYR50,"['Nonfiction', 'Memoir', 'Biography', 'Medicine', 'Medical', 'Audiobook', 'Biography Memoir', 'Autobiography', 'Philosophy', 'Science']",Random House,January 19th 2016
Richard III,"William Shakespeare, John Jowett (Editor)",3.93,9780192839930,"['Classics', 'Plays', 'Drama', 'Fiction', 'Historical Fiction', 'Theatre', 'Literature', 'School', 'Poetry', 'Historical']","Oxford University Press, USA",May 17th 2001
Wither,Lauren DeStefano (Goodreads Author),3.8,9781442409057,"['Young Adult', 'Dystopia', 'Fantasy', 'Science Fiction', 'Fiction', 'Teen', 'Post Apocalyptic', 'Paranormal', 'Futuristic', 'Apocalyptic']",Simon Schuster Books for Young Readers,March 22nd 2011
Ascend,Amanda Hocking (Goodreads Author),4.08,9781250006332,"['Fantasy', 'Young Adult', 'Paranormal', 'Romance', 'Paranormal Romance', 'Fiction', 'Magic', 'Supernatural', 'Urban Fantasy', 'Young Adult Fantasy']",St. Martin's Griffin,April 24th 2012
L'Ã‰cume des jours,Boris Vian,3.99,9999999999999,"['Fiction', 'France', 'Classics', 'French Literature', 'Romance', 'Novels', 'Roman', 'Fantasy', '20th Century', 'Literature']",Le Livre de Poche,February 26th 1997
"Rich Dad, Poor Dad","Robert T. Kiyosaki, Sharon Lechter",4.08,9780751532715,"['Business', 'Nonfiction', 'Finance', 'Self Help', 'Personal Finance', 'Money', 'Economics', 'Personal Development', 'Entrepreneurship', 'Audiobook']",Time Warner Books UK,December 1st 2007
My Name Is Red,"Orhan Pamuk, ErdaÄŸ M. GÃ¶knar (Translator)",3.85,9999999999999,"['Fiction', 'Historical Fiction', 'Mystery', 'Literature', 'Novels', 'Turkish', 'Turkish Literature', 'Historical', 'Art', 'Nobel Prize']",Vintage,August 27th 2002
SmaragdgrÃ¼n,Kerstin Gier,4.18,9783401063485,"['Fantasy', 'Young Adult', 'Time Travel', 'Romance', 'Historical Fiction', 'Fiction', 'Science Fiction', 'Paranormal', 'Historical', 'Urban Fantasy']",Arena Verlag,December 8th 2010
Out of Africa,"Isak Dinesen, Karen Blixen",3.94,9780679600213,"['Nonfiction', 'Africa', 'Classics', 'Memoir', 'Biography', 'Travel', 'History', 'Autobiography', 'Biography Memoir', 'Kenya']",Modern Library,14/06/05
"Eats, Shoots & Leaves: The Zero Tolerance Approach to Punctuation",Lynne Truss,3.87,9781592402038,"['Nonfiction', 'Writing', 'Language', 'Reference', 'Humor', 'Linguistics', 'Education', 'Adult', 'British Literature', 'Self Help']",The Penguin Group,01/04/06
"The Black Jewels Trilogy: Daughter of the Blood, Heir to the Shadows, Queen of the Darkness",Anne Bishop,4.38,9780451529015,"['Fantasy', 'Romance', 'Fiction', 'Dark Fantasy', 'Magic', 'Science Fiction Fantasy', 'High Fantasy', 'Paranormal', 'Adult', 'Dark']",Roc,December 2nd 2003
Never Fade,Alexandra Bracken (Goodreads Author),4.25,9781423157519,"['Young Adult', 'Dystopia', 'Fantasy', 'Science Fiction', 'Romance', 'Paranormal', 'Fiction', 'Adventure', 'Supernatural', 'Audiobook']",Disney-Hyperion,October 15th 2013
A Modest Proposal and Other Satirical Works,Jonathan Swift,4.05,9780486287591,"['Classics', 'Fiction', 'Humor', 'Essays', 'Literature', 'Philosophy', '18th Century', 'Irish Literature', 'Politics', 'Ireland']",Dover Publications,February 2nd 1996
Beautiful Bastard,Christina Lauren (Goodreads Author),4.01,9781476730103,"['Romance', 'Contemporary', 'Erotica', 'Contemporary Romance', 'Adult', 'New Adult', 'Erotic Romance', 'Chick Lit', 'Fiction', 'Humor']",Gallery Books,February 12th 2013
The Runaway Bunny,"Margaret Wise Brown, Clement Hurd (Illustrator)",4.08,9780060775827,"['Picture Books', 'Childrens', 'Fiction', 'Classics', 'Animals', 'Family', 'Rabbits', 'Kids', 'Love', 'Fantasy']",HarperCollins,January 24th 2017
World After,Susan Ee (Goodreads Author),4.18,B00DBE1P2Y,"['Fantasy', 'Young Adult', 'Angels', 'Dystopia', 'Paranormal', 'Romance', 'Post Apocalyptic', 'Urban Fantasy', 'Fiction', 'Supernatural']",Skyscape,November 19th 2013
Identical,Ellen Hopkins (Goodreads Author),4.31,9781416950059,"['Young Adult', 'Poetry', 'Fiction', 'Contemporary', 'Realistic Fiction', 'Mental Illness', 'Abuse', 'Mental Health', 'Teen', 'Romance']",Margaret K. McElderry Books,August 26th 2008
Noble House,James Clavell,4.25,9999999999999,"['Historical Fiction', 'Fiction', 'Historical', 'Asia', 'China', 'Thriller', 'Novels', 'Adventure', 'Classics', 'Asian Literature']",Dell,September 1st 1986
The Bridge on the Drina,"Ivo AndriÄ‡, Lovett F. Edwards (Translator), William H. McNeill (Introduction)",4.33,9780226020457,"['Fiction', 'Historical Fiction', 'Classics', 'Literature', 'Historical', 'Novels', 'Nobel Prize', 'War', '20th Century', 'Serbian Literature']",University of Chicago Press,30/05/05
Abhorsen,Garth Nix (Goodreads Author),4.21,9780060278250,"['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Young Adult Fantasy', 'High Fantasy', 'Adventure', 'Science Fiction Fantasy', 'Teen', 'Audiobook']",HarperCollins,January 7th 2003
Giovanni's Room,James Baldwin,4.24,9780141186351,"['Fiction', 'Classics', 'LGBT', 'Queer', 'Novels', 'Gay', 'Romance', 'Literature', 'African American', 'American']",Penguin,01/06/00
Coma,Robin Cook (Goodreads Author),3.87,9780316334464,"['Fiction', 'Thriller', 'Mystery', 'Horror', 'Medical', 'Suspense', 'Science Fiction', 'Mystery Thriller', 'Crime', 'Novels']",Mulholland Books,September 23rd 2014
Silver Borne,Patricia Briggs,4.38,9780441018192,"['Urban Fantasy', 'Fantasy', 'Paranormal', 'Romance', 'Werewolves', 'Vampires', 'Paranormal Romance', 'Shapeshifters', 'Fiction', 'Fae']",Ace Books,March 30th 2010
Suttree,Cormac McCarthy,4.18,9780679736325,"['Fiction', 'Literature', 'Southern Gothic', 'Novels', 'Classics', 'American', 'Southern', 'Contemporary', 'Literary Fiction', 'Gothic']",Vintage International,01/05/92
The Ultimate Religion,Gillian Dance (Goodreads Author),4.39,B07RBY9422,"['Drama', 'Contemporary', 'Book Club', 'Thriller', 'Suspense', 'Fiction', 'Mystery', 'Epic', 'Novels', 'Dark']",Describe Write,July 1st 2019
Station Eleven,Emily St. John Mandel (Goodreads Author),4.05,9780385353304,"['Fiction', 'Science Fiction', 'Dystopia', 'Post Apocalyptic', 'Adult', 'Audiobook', 'Fantasy', 'Adult Fiction', 'Apocalyptic', 'Literary Fiction']",Knopf,September 9th 2014
Rebel Angels,Libba Bray (Goodreads Author),3.92,9780385733410,"['Fantasy', 'Young Adult', 'Historical Fiction', 'Historical', 'Fiction', 'Romance', 'Paranormal', 'Magic', 'Teen', 'Young Adult Fantasy']",Ember,December 26th 2006
